games,event,team,pos,medal,as,athlete_id,noc_x,discipline,nationality_x,roles,sex,full_name,used_name,born,died,noc_y,measurements,affiliations,nickpetnames,titles,other_names,nationality_y,original_name,name_order
1896 Summer Olympics,"Doubles, Men (Olympic)",André Vacherot,DNS,,J. Defert,13,FRA,Tennis,,Competed in Olympic Games,Male,J.•Defert,J.•Defert,,,France,,"Racing Club de France, Paris (FRA)",,,,,,
1900 Summer Olympics,"Singles, Men (Olympic)",,=8,,Étienne Durand,14,FRA,Tennis,,Competed in Olympic Games,Male,Étienne•Durand,Étienne•Durand,,,France,,"TCP, Paris (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Men (Olympic)",Adrien Fauchier-Magnan,=5,,Étienne Durand,14,FRA,Tennis,,Competed in Olympic Games,Male,Étienne•Durand,Étienne•Durand,,,France,,"TCP, Paris (FRA)",,,,,,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,=9,,Étienne Durand,14,FRA,Tennis,,Competed in Olympic Games,Male,Étienne•Durand,Étienne•Durand,,,France,,"TCP, Paris (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Adrien Fauchier-Magnan,=3,,Étienne Durand,14,FRA,Tennis,,Competed in Olympic Games,Male,Étienne•Durand,Étienne•Durand,,,France,,"TCP, Paris (FRA)",,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Jean-Philippe Gatien,=5,,Damien Éloi,15,FRA,Table Tennis,,Competed in Olympic Games,Male,Damien•Éloi,Damien•Éloi,"4 July 1969 in Vire, Calvados (FRA)",,France,165 cm / 58 kg,"Caen TTC, Caen (FRA) / SAG Cestas, Cestas (FRA) / Levallois SC, Levallois-Perret (FRA)",,,,,,
1996 Summer Olympics,"Doubles, Men (Olympic)",Jean-Philippe Gatien,=5,,Damien Éloi,15,FRA,Table Tennis,,Competed in Olympic Games,Male,Damien•Éloi,Damien•Éloi,"4 July 1969 in Vire, Calvados (FRA)",,France,165 cm / 58 kg,"Caen TTC, Caen (FRA) / SAG Cestas, Cestas (FRA) / Levallois SC, Levallois-Perret (FRA)",,,,,,
2000 Summer Olympics,"Singles, Men (Olympic)",,=9,,Damien Éloi,15,FRA,Table Tennis,,Competed in Olympic Games,Male,Damien•Éloi,Damien•Éloi,"4 July 1969 in Vire, Calvados (FRA)",,France,165 cm / 58 kg,"Caen TTC, Caen (FRA) / SAG Cestas, Cestas (FRA) / Levallois SC, Levallois-Perret (FRA)",,,,,,
2000 Summer Olympics,"Doubles, Men (Olympic)",Christophe Legoût,=5,,Damien Éloi,15,FRA,Table Tennis,,Competed in Olympic Games,Male,Damien•Éloi,Damien•Éloi,"4 July 1969 in Vire, Calvados (FRA)",,France,165 cm / 58 kg,"Caen TTC, Caen (FRA) / SAG Cestas, Cestas (FRA) / Levallois SC, Levallois-Perret (FRA)",,,,,,
2008 Summer Olympics,"Singles, Men (Olympic)",,=33,,Damien Éloi,15,FRA,Table Tennis,,Competed in Olympic Games,Male,Damien•Éloi,Damien•Éloi,"4 July 1969 in Vire, Calvados (FRA)",,France,165 cm / 58 kg,"Caen TTC, Caen (FRA) / SAG Cestas, Cestas (FRA) / Levallois SC, Levallois-Perret (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Men (Olympic)",Étienne Durand,=5,,Adrien Fauchier-Magnan,16,FRA,Tennis,,Competed in Olympic Games,Male,Marie Joseph Adrien•Fauchier-Magnan,Adrien•Fauchier-Magnan,"19 November 1873 in Paris VIIIe, Paris (FRA)","6 August 1965 in Cannes, Alpes-Maritimes (FRA)",France,,,,,,,,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Étienne Durand,=3,,Adrien Fauchier-Magnan,16,FRA,Tennis,,Competed in Olympic Games,Male,Marie Joseph Adrien•Fauchier-Magnan,Adrien•Fauchier-Magnan,"19 November 1873 in Paris VIIIe, Paris (FRA)","6 August 1965 in Cannes, Alpes-Maritimes (FRA)",France,,,,,,,,
1984 Summer Olympics,"Singles, Men (Olympic (non-medal))",,=5,,Guy Forget,17,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Forget,Guy•Forget,"4 January 1965 in Casablanca, Casablanca-Settat (MAR)",,France,189 cm / 79 kg,"Racing Club de France, Paris (FRA)",,,,,,
1988 Summer Olympics,"Singles, Men (Olympic)",,=9,,Guy Forget,17,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Forget,Guy•Forget,"4 January 1965 in Casablanca, Casablanca-Settat (MAR)",,France,189 cm / 79 kg,"Racing Club de France, Paris (FRA)",,,,,,
1988 Summer Olympics,"Doubles, Men (Olympic)",Henri Leconte,=5,,Guy Forget,17,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Forget,Guy•Forget,"4 January 1965 in Casablanca, Casablanca-Settat (MAR)",,France,189 cm / 79 kg,"Racing Club de France, Paris (FRA)",,,,,,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Guy Forget,17,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Forget,Guy•Forget,"4 January 1965 in Casablanca, Casablanca-Settat (MAR)",,France,189 cm / 79 kg,"Racing Club de France, Paris (FRA)",,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Henri Leconte,=9,,Guy Forget,17,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Forget,Guy•Forget,"4 January 1965 in Casablanca, Casablanca-Settat (MAR)",,France,189 cm / 79 kg,"Racing Club de France, Paris (FRA)",,,,,,
1988 Summer Olympics,"Singles, Men (Olympic)",,=33,,Jean-Philippe Gatien,18,FRA,Table Tennis,,Competed in Olympic Games,Male,Jean-Philippe•Gatien,Jean-Philippe•Gatien,"16 October 1968 in Alès, Gard (FRA)",,France,178 cm / 73 kg,"Levallois SC, Levallois-Perret (FRA)",,,,,,
1988 Summer Olympics,"Doubles, Men (Olympic)",Patrick Birocheau,=17,,Jean-Philippe Gatien,18,FRA,Table Tennis,,Competed in Olympic Games,Male,Jean-Philippe•Gatien,Jean-Philippe•Gatien,"16 October 1968 in Alès, Gard (FRA)",,France,178 cm / 73 kg,"Levallois SC, Levallois-Perret (FRA)",,,,,,
1992 Summer Olympics,"Singles, Men (Olympic)",,2,Silver,Jean-Philippe Gatien,18,FRA,Table Tennis,,Competed in Olympic Games,Male,Jean-Philippe•Gatien,Jean-Philippe•Gatien,"16 October 1968 in Alès, Gard (FRA)",,France,178 cm / 73 kg,"Levallois SC, Levallois-Perret (FRA)",,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Damien Éloi,=5,,Jean-Philippe Gatien,18,FRA,Table Tennis,,Competed in Olympic Games,Male,Jean-Philippe•Gatien,Jean-Philippe•Gatien,"16 October 1968 in Alès, Gard (FRA)",,France,178 cm / 73 kg,"Levallois SC, Levallois-Perret (FRA)",,,,,,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Jean-Philippe Gatien,18,FRA,Table Tennis,,Competed in Olympic Games,Male,Jean-Philippe•Gatien,Jean-Philippe•Gatien,"16 October 1968 in Alès, Gard (FRA)",,France,178 cm / 73 kg,"Levallois SC, Levallois-Perret (FRA)",,,,,,
1996 Summer Olympics,"Doubles, Men (Olympic)",Damien Éloi,=5,,Jean-Philippe Gatien,18,FRA,Table Tennis,,Competed in Olympic Games,Male,Jean-Philippe•Gatien,Jean-Philippe•Gatien,"16 October 1968 in Alès, Gard (FRA)",,France,178 cm / 73 kg,"Levallois SC, Levallois-Perret (FRA)",,,,,,
2000 Summer Olympics,"Singles, Men (Olympic)",,=17,,Jean-Philippe Gatien,18,FRA,Table Tennis,,Competed in Olympic Games,Male,Jean-Philippe•Gatien,Jean-Philippe•Gatien,"16 October 1968 in Alès, Gard (FRA)",,France,178 cm / 73 kg,"Levallois SC, Levallois-Perret (FRA)",,,,,,
2000 Summer Olympics,"Doubles, Men (Olympic)",Patrick Chila,3,Bronze,Jean-Philippe Gatien,18,FRA,Table Tennis,,Competed in Olympic Games,Male,Jean-Philippe•Gatien,Jean-Philippe•Gatien,"16 October 1968 in Alès, Gard (FRA)",,France,178 cm / 73 kg,"Levallois SC, Levallois-Perret (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Handicap, Mixed (Olympic (non-medal))",Katie Gilou,2,,Maurice Germot,19,FRA,Tennis,,Competed in Olympic Games • Competed in Intercalated Games • Competed in Olympic Games (non-medal events),Male,Marie Claude Maurice•Germot,Maurice•Germot,"15 November 1882 in Vichy, Allier (FRA)","6 August 1958 in Vichy, Allier (FRA)",France,,Sporting Club Vichy,,,,,,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,=9,,Maurice Germot,19,FRA,Tennis,,Competed in Olympic Games • Competed in Intercalated Games • Competed in Olympic Games (non-medal events),Male,Marie Claude Maurice•Germot,Maurice•Germot,"15 November 1882 in Vichy, Allier (FRA)","6 August 1958 in Vichy, Allier (FRA)",France,,Sporting Club Vichy,,,,,,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Finger,2,,Maurice Germot,19,FRA,Tennis,,Competed in Olympic Games • Competed in Intercalated Games • Competed in Olympic Games (non-medal events),Male,Marie Claude Maurice•Germot,Maurice•Germot,"15 November 1882 in Vichy, Allier (FRA)","6 August 1958 in Vichy, Allier (FRA)",France,,Sporting Club Vichy,,,,,,
1906 Intercalated Games,"Singles, Men (Intercalated)",,2,Silver,Maurice Germot,19,FRA,Tennis,,Competed in Olympic Games • Competed in Intercalated Games • Competed in Olympic Games (non-medal events),Male,Marie Claude Maurice•Germot,Maurice•Germot,"15 November 1882 in Vichy, Allier (FRA)","6 August 1958 in Vichy, Allier (FRA)",France,,Sporting Club Vichy,,,,,,
1906 Intercalated Games,"Doubles, Men (Intercalated)",Max Decugis,1,Gold,Maurice Germot,19,FRA,Tennis,,Competed in Olympic Games • Competed in Intercalated Games • Competed in Olympic Games (non-medal events),Male,Marie Claude Maurice•Germot,Maurice•Germot,"15 November 1882 in Vichy, Allier (FRA)","6 August 1958 in Vichy, Allier (FRA)",France,,Sporting Club Vichy,,,,,,
1908 Summer Olympics,"Singles, Men (Olympic)",,=5,,Maurice Germot,19,FRA,Tennis,,Competed in Olympic Games • Competed in Intercalated Games • Competed in Olympic Games (non-medal events),Male,Marie Claude Maurice•Germot,Maurice•Germot,"15 November 1882 in Vichy, Allier (FRA)","6 August 1958 in Vichy, Allier (FRA)",France,,Sporting Club Vichy,,,,,,
1908 Summer Olympics,"Doubles, Men (Olympic)",Max Decugis,DNS,,Maurice Germot,19,FRA,Tennis,,Competed in Olympic Games • Competed in Intercalated Games • Competed in Olympic Games (non-medal events),Male,Marie Claude Maurice•Germot,Maurice•Germot,"15 November 1882 in Vichy, Allier (FRA)","6 August 1958 in Vichy, Allier (FRA)",France,,Sporting Club Vichy,,,,,,
1912 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,=9,,Maurice Germot,19,FRA,Tennis,,Competed in Olympic Games • Competed in Intercalated Games • Competed in Olympic Games (non-medal events),Male,Marie Claude Maurice•Germot,Maurice•Germot,"15 November 1882 in Vichy, Allier (FRA)","6 August 1958 in Vichy, Allier (FRA)",France,,Sporting Club Vichy,,,,,,
1912 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",André Gobert,1,Gold,Maurice Germot,19,FRA,Tennis,,Competed in Olympic Games • Competed in Intercalated Games • Competed in Olympic Games (non-medal events),Male,Marie Claude Maurice•Germot,Maurice•Germot,"15 November 1882 in Vichy, Allier (FRA)","6 August 1958 in Vichy, Allier (FRA)",France,,Sporting Club Vichy,,,,,,
1912 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,1.0,Gold,André Gobert,20,FRA,Tennis,,Competed in Olympic Games,Male,Henry Maurice André•Gobert,André•Gobert,"30 September 1890 in Paris XVIIe, Paris (FRA)","6 December 1951 in Paris VIIe, Paris (FRA)",France,,"Sporting Club d'Houlgate, Houlgate (FRA)",,,,,,
1912 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Maurice Germot,1.0,Gold,André Gobert,20,FRA,Tennis,,Competed in Olympic Games,Male,Henry Maurice André•Gobert,André•Gobert,"30 September 1890 in Paris XVIIe, Paris (FRA)","6 December 1951 in Paris VIIe, Paris (FRA)",France,,"Sporting Club d'Houlgate, Houlgate (FRA)",,,,,,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Élisabeth d'Ayen,=8,,Pierre Hirsch,21,FRA,Tennis,,Competed in Olympic Games,Male,Pierre Michel•Hirsch,Pierre•Hirsch,"8 November 1900 in Paris Ie, Paris (FRA)","19 April 1942 in Oświęcim, Małopolskie (POL)",France,,"Sporting club de Paris, Paris (FRA)",,,,,,
1924 Summer Olympics,"Singles, Men (Olympic)",,=5,,René Lacoste,22,FRA,Tennis,,Competed in Olympic Games,Male,Jean René•Lacoste,René•Lacoste,"2 July 1904 in Paris Xe, Paris (FRA)","12 October 1996 in Saint-Jean-de-Luz, Pyrénées-Atlantiques (FRA)",France,,,"Le Crocodile, L'Alligator",,,,,
1924 Summer Olympics,"Doubles, Men (Olympic)",Jean Borotra,3,Bronze,René Lacoste,22,FRA,Tennis,,Competed in Olympic Games,Male,Jean René•Lacoste,René•Lacoste,"2 July 1904 in Paris Xe, Paris (FRA)","12 October 1996 in Saint-Jean-de-Luz, Pyrénées-Atlantiques (FRA)",France,,,"Le Crocodile, L'Alligator",,,,,
1912 Summer Olympics,"Singles, Men (Olympic)",,DNS,,Daniel Lawton,23,FRA,Tennis,,Competed in Olympic Games • Non-starter,Male,Daniel Édouard•Lawton,Daniel•Lawton,"27 November 1881 in Cantenac, Gironde (FRA)","27 March 1979 in Bordeaux, Gironde (FRA)",France,,,,,,,,
1912 Summer Olympics,"Doubles, Men (Olympic)",Jean-Pierre Samazeuilh,DNS,,Daniel Lawton,23,FRA,Tennis,,Competed in Olympic Games • Non-starter,Male,Daniel Édouard•Lawton,Daniel•Lawton,"27 November 1881 in Cantenac, Gironde (FRA)","27 March 1979 in Bordeaux, Gironde (FRA)",France,,,,,,,,
1920 Summer Olympics,"Doubles, Men (Olympic)",Jean-Pierre Samazeuilh,=9,,Daniel Lawton,23,FRA,Tennis,,Competed in Olympic Games • Non-starter,Male,Daniel Édouard•Lawton,Daniel•Lawton,"27 November 1881 in Cantenac, Gironde (FRA)","27 March 1979 in Bordeaux, Gironde (FRA)",France,,,,,,,,
1900 Summer Olympics,"Singles, Men (Olympic)",,=8,,Paul Lebreton,24,FRA,Tennis,,Competed in Olympic Games,Male,Louis Paul•Lebreton,Paul•Lebreton,"19 October 1875 in Paris IIe, Paris (FRA)","31 March 1960 in Paris IXe, Paris (FRA)",France,,"TCP, Paris (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Men (Olympic)",Paul Lecaron,=5,,Paul Lebreton,24,FRA,Tennis,,Competed in Olympic Games,Male,Louis Paul•Lebreton,Paul•Lebreton,"19 October 1875 in Paris IIe, Paris (FRA)","31 March 1960 in Paris IXe, Paris (FRA)",France,,"TCP, Paris (FRA)",,,,,,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,=9,,Paul Lebreton,24,FRA,Tennis,,Competed in Olympic Games,Male,Louis Paul•Lebreton,Paul•Lebreton,"19 October 1875 in Paris IIe, Paris (FRA)","31 March 1960 in Paris IXe, Paris (FRA)",France,,"TCP, Paris (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Paul Lecaron,=3,,Paul Lebreton,24,FRA,Tennis,,Competed in Olympic Games,Male,Louis Paul•Lebreton,Paul•Lebreton,"19 October 1875 in Paris IIe, Paris (FRA)","31 March 1960 in Paris IXe, Paris (FRA)",France,,"TCP, Paris (FRA)",,,,,,
1900 Summer Olympics,"Singles, Men (Olympic)",,=5,,Paul Lecaron,25,FRA,Tennis,,Competed in Olympic Games,Male,Paul Émile•Lecaron,Paul•Lecaron,"29 July 1863 in Neuilly-sur-Seine, Hauts-de-Seine (FRA)","17 September 1940 in Paris XVIe, Paris (FRA)",France,,"TCP, Paris (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Men (Olympic)",Paul Lebreton,=5,,Paul Lecaron,25,FRA,Tennis,,Competed in Olympic Games,Male,Paul Émile•Lecaron,Paul•Lecaron,"29 July 1863 in Neuilly-sur-Seine, Hauts-de-Seine (FRA)","17 September 1940 in Paris XVIe, Paris (FRA)",France,,"TCP, Paris (FRA)",,,,,,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,=5,,Paul Lecaron,25,FRA,Tennis,,Competed in Olympic Games,Male,Paul Émile•Lecaron,Paul•Lecaron,"29 July 1863 in Neuilly-sur-Seine, Hauts-de-Seine (FRA)","17 September 1940 in Paris XVIe, Paris (FRA)",France,,"TCP, Paris (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Paul Lebreton,=3,,Paul Lecaron,25,FRA,Tennis,,Competed in Olympic Games,Male,Paul Émile•Lecaron,Paul•Lecaron,"29 July 1863 in Neuilly-sur-Seine, Hauts-de-Seine (FRA)","17 September 1940 in Paris XVIe, Paris (FRA)",France,,"TCP, Paris (FRA)",,,,,,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Henri Leconte,26,FRA,Tennis,,Competed in Olympic Games,Male,Henri•Leconte,Henri•Leconte,"4 July 1963 in Lillers, Pas-de-Calais (FRA)",,France,184 cm / 78 kg,LTC Nice,Le vengeur masqué,,,,,
1988 Summer Olympics,"Doubles, Men (Olympic)",Guy Forget,=5,,Henri Leconte,26,FRA,Tennis,,Competed in Olympic Games,Male,Henri•Leconte,Henri•Leconte,"4 July 1963 in Lillers, Pas-de-Calais (FRA)",,France,184 cm / 78 kg,LTC Nice,Le vengeur masqué,,,,,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Henri Leconte,26,FRA,Tennis,,Competed in Olympic Games,Male,Henri•Leconte,Henri•Leconte,"4 July 1963 in Lillers, Pas-de-Calais (FRA)",,France,184 cm / 78 kg,LTC Nice,Le vengeur masqué,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Guy Forget,=9,,Henri Leconte,26,FRA,Tennis,,Competed in Olympic Games,Male,Henri•Leconte,Henri•Leconte,"4 July 1963 in Lillers, Pas-de-Calais (FRA)",,France,184 cm / 78 kg,LTC Nice,Le vengeur masqué,,,,,
1996 Summer Olympics,"Doubles, Men (Olympic)",Patrick Chila,=9,,Christophe Legoût,27,FRA,Table Tennis,,Competed in Olympic Games,Male,Christophe•Legoût,Christophe•Legoût,"6 August 1973 in Montbéliard, Doubs (FRA)",,France,177 cm / 75 kg,"Levallois SC, Levallois-Perret (FRA) / Istres Sports, Istres (FRA)",,,,,,
2000 Summer Olympics,"Singles, Men (Olympic)",,=9,,Christophe Legoût,27,FRA,Table Tennis,,Competed in Olympic Games,Male,Christophe•Legoût,Christophe•Legoût,"6 August 1973 in Montbéliard, Doubs (FRA)",,France,177 cm / 75 kg,"Levallois SC, Levallois-Perret (FRA) / Istres Sports, Istres (FRA)",,,,,,
2000 Summer Olympics,"Doubles, Men (Olympic)",Damien Éloi,=5,,Christophe Legoût,27,FRA,Table Tennis,,Competed in Olympic Games,Male,Christophe•Legoût,Christophe•Legoût,"6 August 1973 in Montbéliard, Doubs (FRA)",,France,177 cm / 75 kg,"Levallois SC, Levallois-Perret (FRA) / Istres Sports, Istres (FRA)",,,,,,
2008 Summer Olympics,"Singles, Men (Olympic)",,=49,,Christophe Legoût,27,FRA,Table Tennis,,Competed in Olympic Games,Male,Christophe•Legoût,Christophe•Legoût,"6 August 1973 in Montbéliard, Doubs (FRA)",,France,177 cm / 75 kg,"Levallois SC, Levallois-Perret (FRA) / Istres Sports, Istres (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Men (Olympic)","Élie, Comte de Lastours",=5,,"Guy, Baron Lejeune",28,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Lejeune,"Guy, Baron•Lejeune",,,France,,,,Baron,,,,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,=9,,"Guy, Baron Lejeune",28,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Lejeune,"Guy, Baron•Lejeune",,,France,,,,Baron,,,,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))","Élie, Comte de Lastours",=5,,"Guy, Baron Lejeune",28,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Lejeune,"Guy, Baron•Lejeune",,,France,,,,Baron,,,,
1900 Summer Olympics,Polo,FRA,,,"Guy, Baron Lejeune",28,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Lejeune,"Guy, Baron•Lejeune",,,France,,,,Baron,,,,
1900 Summer Olympics,"Polo, Men (Olympic (non-medal))",Blue,2,,"Guy, Baron Lejeune",28,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Lejeune,"Guy, Baron•Lejeune",,,France,,,,Baron,,,,
1900 Summer Olympics,"Polo, Men (Olympic (non-medal))",C,=3,,"Guy, Baron Lejeune",28,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Lejeune,"Guy, Baron•Lejeune",,,France,,,,Baron,,,,
1900 Summer Olympics,"Polo, Men (Olympic (non-medal))",B,2,,"Guy, Baron Lejeune",28,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Lejeune,"Guy, Baron•Lejeune",,,France,,,,Baron,,,,
1900 Summer Olympics,"Polo, Men (Olympic (non-medal))",B,3,,"Guy, Baron Lejeune",28,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Lejeune,"Guy, Baron•Lejeune",,,France,,,,Baron,,,,
1900 Summer Olympics,"Polo, Men (Olympic (non-medal))",A,=3,,"Guy, Baron Lejeune",28,FRA,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Guy•Lejeune,"Guy, Baron•Lejeune",,,France,,,,Baron,,,,
1900 Summer Olympics,"Singles, Men (Olympic)",,=8,,Albert Lippmann,29,FRA,Tennis,,Competed in Olympic Games,Male,Albert•Lippmann,Albert•Lippmann,,,France,,"unattached, (MIX)",,,,,,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,DNS,,Albert Lippmann,29,FRA,Tennis,,Competed in Olympic Games,Male,Albert•Lippmann,Albert•Lippmann,,,France,,"unattached, (MIX)",,,,,,
1912 Summer Olympics,"Singles, Men (Olympic)",,=31,,Édouard Mény de Marangue,30,FRA,Tennis,,Competed in Olympic Games,Male,Édouard Marie Marc•Mény de Marangue,Édouard•Mény de Marangue,"30 November 1882 in Paris VIe, Paris (FRA)","23 January 1960 in Beaulieu-sur-Mer, Alpes-Maritimes (FRA)",France,,,,,,,,
1912 Summer Olympics,"Doubles, Men (Olympic)",Albert Canet,3,Bronze,Édouard Mény de Marangue,30,FRA,Tennis,,Competed in Olympic Games,Male,Édouard Marie Marc•Mény de Marangue,Édouard•Mény de Marangue,"30 November 1882 in Paris VIe, Paris (FRA)","23 January 1960 in Beaulieu-sur-Mer, Alpes-Maritimes (FRA)",France,,,,,,,,
1900 Summer Olympics,"Singles, Men (Olympic)",,=8,,André Prévost,31,FRA,Tennis,,Competed in Olympic Games,Male,André Adrien Hippolyte•Prévost,André•Prévost,"28 February 1875 in Paris VIIIe, Paris (FRA)","22 November 1951 in Neuilly-sur-Seine, Hauts-de-Seine (FRA)",France,,"Tennis Club de Puteaux, Puteaux (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Men (Olympic)",Guy de la Chapelle,=3,Bronze,André Prévost,31,FRA,Tennis,,Competed in Olympic Games,Male,André Adrien Hippolyte•Prévost,André•Prévost,"28 February 1875 in Paris VIIIe, Paris (FRA)","22 November 1951 in Neuilly-sur-Seine, Hauts-de-Seine (FRA)",France,,"Tennis Club de Puteaux, Puteaux (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Handicap, Mixed (Olympic (non-medal))",Yvonne Prévost,1,,André Prévost,31,FRA,Tennis,,Competed in Olympic Games,Male,André Adrien Hippolyte•Prévost,André•Prévost,"28 February 1875 in Paris VIIIe, Paris (FRA)","22 November 1951 in Neuilly-sur-Seine, Hauts-de-Seine (FRA)",France,,"Tennis Club de Puteaux, Puteaux (FRA)",,,,,,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,1,,André Prévost,31,FRA,Tennis,,Competed in Olympic Games,Male,André Adrien Hippolyte•Prévost,André•Prévost,"28 February 1875 in Paris VIIIe, Paris (FRA)","22 November 1951 in Neuilly-sur-Seine, Hauts-de-Seine (FRA)",France,,"Tennis Club de Puteaux, Puteaux (FRA)",,,,,,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Reggie Doherty,=5,,André Prévost,31,FRA,Tennis,,Competed in Olympic Games,Male,André Adrien Hippolyte•Prévost,André•Prévost,"28 February 1875 in Paris VIIIe, Paris (FRA)","22 November 1951 in Neuilly-sur-Seine, Hauts-de-Seine (FRA)",France,,"Tennis Club de Puteaux, Puteaux (FRA)",,,,,,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Guillaume Raoux,32,FRA,Tennis,,Competed in Olympic Games,Male,Guillaume•Raoux,Guillaume•Raoux,"14 February 1970 in Bagnols-sur-Cèze, Gard (FRA)",,France,180 cm / 77 kg,"Racing Club de France, Paris (FRA)",,,,,,
1996 Summer Olympics,"Doubles, Men (Olympic)",Arnaud Boetsch,=17,,Guillaume Raoux,32,FRA,Tennis,,Competed in Olympic Games,Male,Guillaume•Raoux,Guillaume•Raoux,"14 February 1970 in Bagnols-sur-Cèze, Gard (FRA)",,France,180 cm / 77 kg,"Racing Club de France, Paris (FRA)",,,,,,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Stéphane Renault,33,FRA,Badminton,,Competed in Olympic Games,Male,Stéphane•Renault,Stéphane•Renault,"1 March 1968 in Barfleur, Manche (FRA)",,France,180 cm / 72 kg,HBC,,,,,,
1912 Summer Olympics,"Singles, Men (Olympic)",,DNS,,Jean-Pierre Samazeuilh,34,FRA,Tennis,,Competed in Olympic Games • Non-starter,Male,Jean-Pierre•Samazeuilh,Jean-Pierre•Samazeuilh,"17 January 1891 in Bordeaux, Gironde (FRA)","13 April 1965 in Mérignac, Gironde (FRA)",France,,,,,,,,
1912 Summer Olympics,"Doubles, Men (Olympic)",Daniel Lawton,DNS,,Jean-Pierre Samazeuilh,34,FRA,Tennis,,Competed in Olympic Games • Non-starter,Male,Jean-Pierre•Samazeuilh,Jean-Pierre•Samazeuilh,"17 January 1891 in Bordeaux, Gironde (FRA)","13 April 1965 in Mérignac, Gironde (FRA)",France,,,,,,,,
1920 Summer Olympics,"Singles, Men (Olympic)",,=17,,Jean-Pierre Samazeuilh,34,FRA,Tennis,,Competed in Olympic Games • Non-starter,Male,Jean-Pierre•Samazeuilh,Jean-Pierre•Samazeuilh,"17 January 1891 in Bordeaux, Gironde (FRA)","13 April 1965 in Mérignac, Gironde (FRA)",France,,,,,,,,
1920 Summer Olympics,"Doubles, Men (Olympic)",Daniel Lawton,=9,,Jean-Pierre Samazeuilh,34,FRA,Tennis,,Competed in Olympic Games • Non-starter,Male,Jean-Pierre•Samazeuilh,Jean-Pierre•Samazeuilh,"17 January 1891 in Bordeaux, Gironde (FRA)","13 April 1965 in Mérignac, Gironde (FRA)",France,,,,,,,,
